video,numFrame,seconds,fps,rfps,subset,featureFrame
v_CuyMHCcxqNc,4784,159.61,30.0,29.87281,training,4768
v_rBMQFpHspmo,4322,144.31,29.9,29.88012,training,4312
v_d0h_l9bE1o0,6487,216.55,30.0,29.88686,training,6472
v_Fvc0-yNMFyE,3537,118.03,30.0,29.89071,training,3528
v_IYbnF7LM2II,4172,139.34,29.9,29.85503,training,4160
v_S4ppfXBp5o0,4200,140.16,30.0,29.85160,training,4184
v_nyjtOdSyHn4,3473,115.98,29.9,29.86722,training,3464
v_eGW0rygfcrg,2208,92.23,23.9,23.76667,training,2192
v_Kq8g8jjodvc,1191,49.71,24.0,23.65721,training,1176
v_kH8YpzoflKg,2759,115.17,24.0,23.82565,training,2744
v_RWir3muDHg0,2429,81.06,30.0,29.80508,training,2416
v_U-ApHGUtLMA,2025,67.62,29.9,29.81366,training,2016
v_Wgr9YpWni30,4908,163.86,30.0,29.87917,training,4896
v_Ly21QMQ4kGA,1107,37.04,29.9,29.58963,training,1096
v_fKFcbNM89MA,370,30.00,12.3,12.00000,training,360
v_aTrEYoCRL2k,7082,236.15,30.0,29.94707,training,7072
v_2OEa00knM9E,1539,51.50,29.9,29.66990,training,1528
v_F1MKU9-yXg0,3624,121.07,29.9,29.80094,training,3608
v_8dXbbJWFEJo,947,38.01,24.9,24.62510,training,936
v_d8M7yIj9jbE,1598,64.11,24.9,24.70753,training,1584
v_HVfr9FnEj-Q,4698,188.71,24.9,24.84235,training,4688
v_6diEN8nUqsI,3643,121.65,29.9,29.85614,training,3632
v_U-VzZQGWOqA,1790,59.81,29.9,29.69403,training,1776
v_rlWN8PZMbfY,5130,171.34,29.9,29.88211,training,5120
v_LDSEEw5oUM4,3873,155.09,25.0,24.91457,training,3864
v_eL4Ce4WPI0Y,1167,39.10,29.8,29.46292,training,1152
v_rwUlqI6HWyY,6031,201.62,29.9,29.83831,training,6016
v_yjUMopRteDc,1744,87.31,20.0,19.79155,training,1728
v_GycRQhoHnXw,7039,235.01,30.0,29.88809,training,7024
v_Z4biLo6k5fI,4082,136.16,30.0,29.90599,training,4072
v_K7rfN2W0ts4,5449,181.72,30.0,29.93617,training,5440
v_BSIV5tJ3bv4,681,27.40,24.9,24.52555,training,672
v_hSnTYQ9osIg,3894,129.92,30.0,29.86453,training,3880
v_bDTQVC0ASbE,5803,193.72,30.0,29.89882,training,5792
v_Gn651vGKC2I,2495,99.94,25.0,24.81489,training,2480
v_oNc2lJ9hV9E,5715,190.80,30.0,29.89518,training,5704
v_5k0KMrksf8c,287,9.68,29.6,28.09917,training,272
v_IjFlVNAWQec,2258,94.27,24.0,23.84640,training,2248
v__79Qlv1SQ9k,3599,120.09,30.0,29.84428,training,3584
v_V5MvrOzQWZo,2820,94.18,29.9,29.81525,training,2808
v_YmAIoN4uuz0,3670,146.94,25.0,24.88090,training,3656
v_kM6v-XN8Ixo,3303,110.53,29.9,29.74758,training,3288
v_JK8pYBpatAY,851,28.47,29.9,29.50474,training,840
v_XwW5p80hYCg,6215,207.47,30.0,29.88384,training,6200
v_e9R62cyqW4A,1687,67.66,24.9,24.71179,training,1672
v_mRyXubjYWEo,3114,104.00,29.9,29.84615,training,3104
v_q4rVY3sLQqA,4353,145.38,29.9,29.88031,training,4344
v_4d3RtnuVCV4,3037,126.64,24.0,23.87871,training,3024
v_CXP20cVQN30,5262,175.54,30.0,29.89632,training,5248
v_VbzzcpsAPo8,1823,73.03,25.0,24.75695,training,1808
v_QfUTGmlNO1s,597,20.02,29.8,29.17083,training,584
v_USoYnMSrWv0,1898,63.37,30.0,29.79328,training,1888
v_Kbr2nr94EB0,2204,88.35,24.9,24.81041,training,2192
v_0gkxTQGR6zI,950,38.17,24.9,24.52188,training,936
v__cZD6JN-SYg,3253,130.22,25.0,24.88097,training,3240
v_fm9mf-VuWxI,3241,108.23,29.9,29.86233,training,3232
v_4Xvn1xXvYdU,6386,213.21,30.0,29.90479,training,6376
v_9qFwSM8QLIE,4748,190.01,25.0,24.92500,training,4736
v_kpnGg2lOBLM,2190,182.69,12.0,11.91089,training,2176
v_45ymM0irIIY,1064,42.70,24.9,24.54333,training,1048
v_mtF0AFNSFnI,4477,149.49,29.9,29.86153,training,4464
v_yvTmIulkl7c,796,26.66,29.9,29.40735,training,784
v_KjXvBqmh5C4,6512,217.39,30.0,29.88178,training,6496
v_cGNkR-JvaJs,3872,161.59,24.0,23.86286,training,3856
v_tA4KrZHGoYQ,5421,181.02,29.9,29.87515,training,5408
v_aSYCOvkN5uk,2720,108.95,25.0,24.81872,training,2704
v_xSpWBpHMxqY,2609,87.15,29.9,29.83362,training,2600
v_06ofnvq2Hjs,6095,203.50,30.0,29.87715,training,6080
v_KjbZvsu0OxE,4827,161.29,29.9,29.85926,training,4816
v_XP8pufIBsnM,1377,46.14,29.8,29.64889,training,1368
v_bXCOtMuaJf4,4422,147.63,30.0,29.85843,training,4408
v_UyORfPxpaGo,70,12.05,5.8,4.64730,training,56
v_vcRCId1-xdA,3640,145.71,25.0,24.87132,training,3624
v_UyqM2sglj1s,5941,237.87,25.0,24.92118,training,5928
v_DEt_Xgg8dzc,4595,153.35,30.0,29.89240,training,4584
v_CYSyc4jy9-Q,3016,100.68,30.0,29.79738,training,3000
v_znoMrA2qCbA,1227,20.60,59.6,59.02913,training,1216
v_legHHtPK5fA,957,36.73,26.1,25.70106,training,944
v_3oJ62-Ce9ys,3610,60.30,59.9,59.70149,training,3600
v_HGG_st1NOYM,1452,96.92,15.0,14.85761,training,1440
v_cfKMu6aeMwU,3722,124.32,29.9,29.85843,training,3712
v_37siIMJNG9Y,2450,98.17,25.0,24.85484,training,2440
v_OixwThoO8z4,5102,170.37,29.9,29.86441,training,5088
v_uZCov5TG-Y8,2113,70.64,29.9,29.78482,training,2104
v_p3LvCbxC_ZE,3390,113.20,29.9,29.82332,training,3376
v_d7gTlJhEwrM,3597,120.12,29.9,29.83683,training,3584
v_lvd2InghJOo,1969,131.61,15.0,14.89249,training,1960
v_1Om21fCH1sI,903,30.35,29.8,29.25865,training,888
v_hOdSTik8_nw,4147,166.02,25.0,24.91266,training,4136
v_LE05u6TR9MI,1060,42.63,24.9,24.58363,training,1048
v_GQzwzOM9db8,2273,75.98,29.9,29.79732,training,2264
v_vULLe2qogZU,119,8.34,14.3,12.47002,training,104
v_YNVK-pb7fWM,1606,53.76,29.9,29.61310,training,1592
v_6gzU9P-5tqE,2721,90.84,30.0,29.85469,training,2712
v_6B7fKzdJAbo,679,28.42,23.9,23.36383,training,664
v_XuFiQCgRsRo,4057,67.69,59.9,59.80204,training,4048
v_txMaVvdALeM,5337,177.98,30.0,29.93595,training,5328
v_SLPD1U5iDjY,3875,129.41,29.9,29.85859,training,3864
v_N84ci0Imc30,2010,67.20,29.9,29.76190,training,2000
v_k2gc3YcVjwM,910,54.03,16.8,16.58338,training,896
v_CsaeiOFuij0,1243,51.90,23.9,23.73796,training,1232
v_AoRk69eieek,3328,111.13,29.9,29.80293,training,3312
v_GwLhmYF7Wdw,5728,191.29,29.9,29.86042,training,5712
v_AAQp3iEJxJc,7104,237.22,29.9,29.87944,training,7088
v_Fg_VZJAtByk,1814,198.21,9.2,9.08128,training,1800
v_rmaHl5HTcwE,2196,73.42,29.9,29.74666,training,2184
v_1YGz5CQBflM,2465,82.34,29.9,29.82754,training,2456
v_T6KP0pg7qxM,3383,112.99,29.9,29.80795,training,3368
v_XKA2W2735WM,3941,131.73,29.9,29.81857,training,3928
v__N9LhaKnZv4,2892,96.53,30.0,29.83528,training,2880
v_GtYf9VsPHO0,2951,118.14,25.0,24.85187,training,2936
v_vX0fg06e9co,5854,195.44,30.0,29.88129,training,5840
v_lwqSz2Q2L-E,1271,50.99,24.9,24.63228,training,1256
v_rWVpotNVeyM,5024,209.70,24.0,23.88174,training,5008
v_PY4304sV5fY,4157,173.52,24.0,23.88197,training,4144
v_g0Cp28ElIMk,2961,98.89,29.9,29.85135,training,2952
v_QDjaaUtepHo,3960,160.26,24.7,24.61001,training,3944
v_PofMK_beoR8,4837,161.52,29.9,29.86627,training,4824
v_kq7KVmvkYPc,4488,149.89,29.9,29.83521,training,4472
v_l1oh52tqdPo,1032,34.60,29.8,29.36416,training,1016
v_m-BZKFg9k18,1200,40.33,29.8,29.35780,training,1184
v_8TqqLqBb3sk,1311,43.84,29.9,29.56204,training,1296
v_WUSEdPfHPoY,3171,211.74,15.0,14.92396,training,3160
v_TFdv2VQ8-Hg,3863,154.67,25.0,24.87877,training,3848
v_j4vMVBSfyu0,2035,81.55,25.0,24.81913,training,2024
v_zVOj9aaq4L0,4063,169.55,24.0,23.87496,training,4048
v_8GqAgX-kseE,638,21.39,29.8,29.17251,training,624
v_j5SX_9JKtfs,5891,196.47,30.0,29.92823,training,5880
v_GEhtyurCwDQ,4731,197.56,23.9,23.89148,training,4720
v_rCwolEeHY80,2755,110.43,24.9,24.84832,training,2744
v_2zwUExKXw9s,1283,42.86,29.9,29.67802,training,1272
v_pPGniqIBs-U,2001,66.92,29.9,29.76689,training,1992
v_f3Mse2A5edA,3507,116.98,30.0,29.88545,training,3496
v_ptlSMte8xz0,3379,112.87,29.9,29.83964,training,3368
v_EdJgTx0iFeE,4815,160.80,29.9,29.85075,training,4800
v__wqhA-Ceqwc,6633,221.54,29.9,29.89979,training,6624
v_43j1BAyP6Q0,5369,179.05,30.0,29.93577,training,5360
v_UgrOTFBD7tA,4854,202.55,24.0,23.89533,training,4840
v_r09mVf2dQnk,2292,76.67,29.9,29.73784,training,2280
v_HoQQlRzybmA,6507,217.20,30.0,29.90792,training,6496
v_F2yh5HfIj2c,8438,140.85,59.9,59.80831,training,8424
v_3rqesp6F95Q,1205,41.48,29.1,28.73674,training,1192
v_5MuLI6Plf-Y,5410,180.63,30.0,29.89537,training,5400
v_azCsE98qwus,3886,155.55,25.0,24.89232,training,3872
v_Aq2w52hpwig,925,30.93,29.9,29.48594,training,912
v_QPxiOzXkUFM,6293,210.07,30.0,29.89480,training,6280
v_nw8MpBwL508,3014,100.68,29.9,29.79738,training,3000
v_pv6CNBFhgCU,3458,115.50,29.9,29.85281,training,3448
v_WVaYjd1F8kg,4187,167.58,25.0,24.91944,training,4176
v_1Xav7gMRCOQ,1106,44.37,24.9,24.70137,training,1096
v_3UgGvKnelfY,3461,115.57,29.9,29.83473,training,3448
v_t5Br7yOUe4g,2853,95.30,29.9,29.80063,training,2840
v_soDdkeamoMM,316,10.58,29.9,28.73346,training,304
v_hShYj_OGFtc,5752,191.82,30.0,29.90303,training,5736
v_iPPfX25MUQ0,3387,112.99,30.0,29.87875,training,3376
v_mqa1ptnQWWo,3200,133.61,24.0,23.83055,training,3184
v_p1JSdZmztGk,5601,224.14,25.0,24.94869,training,5592
v_sQo4gMcgfT4,5788,193.03,30.0,29.92281,training,5776
v_8z8FprjMNbI,9960,332.42,30.0,29.91396,training,9944
v_IIAg_MFuCoY,6011,200.46,30.0,29.93116,training,6000
v_tbKBKWCh6rs,1225,40.91,29.9,29.72378,training,1216
v_1-nEQf-TJPE,1663,55.64,29.9,29.61898,training,1648
v_Te1d8H4VWYw,461,15.47,29.8,28.95928,training,448
v_0KwSF8NdEug,5219,217.78,24.0,23.91404,training,5208
v_-1IBHYS3L-Y,6317,252.82,25.0,24.93474,training,6304
v_XqxJsWQqKRk,5190,173.29,29.9,29.86901,training,5176
v_ulJxGEx2r7o,3263,217.71,15.0,14.91893,training,3248
v_Iib8Qt_9HQc,2842,113.83,25.0,24.87921,training,2832
v_UxIXOCccW24,1904,63.62,29.9,29.67620,training,1888
v_JviFZ5Cliug,5479,182.90,30.0,29.87425,training,5464
v_OPqqbxGKp6E,4161,138.79,30.0,29.91570,training,4152
v_Y_dtU10XIsg,1579,66.06,23.9,23.73600,training,1568
v_bjtjeUcoxkg,2902,121.19,23.9,23.83035,training,2888
v_KFIxTdJtXAE,7146,238.54,30.0,29.91532,training,7136
v_Iwgbi95VjXU,4523,150.88,30.0,29.90456,training,4512
v_byVhCu3KH1g,2347,78.41,29.9,29.79212,training,2336
v_j3P7ttoKGeY,2365,94.69,25.0,24.83895,training,2352
v_AahkhvTAXwg,3179,106.16,29.9,29.84175,training,3168
v_7lwrP2ma2TU,3356,115.43,29.1,28.96994,training,3344
v_9Pun6fgAg8Q,2683,89.70,29.9,29.78818,training,2672
v_jcqRPdvb18w,1825,61.07,29.9,29.73637,training,1816
v_6B3qNzgqnpc,1081,36.25,29.8,29.57241,training,1072
v_PBZScfP9ynI,248,10.43,23.8,22.24353,training,232
v_TZ9JbvClnZA,422,14.16,29.8,28.81356,training,408
v_Eh0OoXQDLVc,3341,111.57,29.9,29.82881,training,3328
v_Lan3mtnCmlw,1593,53.27,29.9,29.73531,training,1584
v_eJnSC8C3OIw,7004,233.80,30.0,29.90590,training,6992
v_F12ga-do744,1690,56.54,29.9,29.71348,training,1680
v_4aiE_-yQWZE,5452,182.00,30.0,29.89011,training,5440
v_F99Suh6SvD8,3801,126.97,29.9,29.86532,training,3792
v_t04jE7d0Obw,4376,175.17,25.0,24.89011,training,4360
v_X2GUUIGudxs,11278,188.04,60.0,59.90215,training,11264
v_517rgTzIobE,2617,87.42,29.9,29.83299,training,2608
v_dyobp97TugE,4512,181.14,24.9,24.82058,training,4496
v_zyPisOj2Tdo,2785,93.02,29.9,29.84304,training,2776
v_Uofnmkfohkc,3960,132.10,30.0,29.85617,training,3944
v_RZ8r5B69CLY,3136,104.72,29.9,29.79374,training,3120
v_LtQTtCplKz0,4657,194.38,24.0,23.91193,training,4648
v_lx83HHNNrlc,3939,131.40,30.0,29.89346,training,3928
v_smJtFktW640,4968,207.31,24.0,23.88693,training,4952
v_VN-BUL75x5Y,3512,117.19,30.0,29.83190,training,3496
v_f6JZ3LWJRVE,3193,106.74,29.9,29.82949,training,3184
v_8L1xXJvKuv4,2298,76.70,30.0,29.83051,training,2288
v_bj4nkWPdqIY,5742,191.59,30.0,29.89718,training,5728
v_ePAc9xK9fac,3007,125.44,24.0,23.85204,training,2992
v_Gdf7ZWhh9Nw,3200,128.11,25.0,24.85364,training,3184
v_1AZxtWKkRlo,5789,193.26,30.0,29.88720,training,5776
v_QX3pwZOJbRs,3639,151.74,24.0,23.88296,training,3624
v_V2QIntSKqhA,1187,39.73,29.9,29.59980,training,1176
v_mBAlD4A8swo,671,13.49,49.7,48.62861,training,656
v_nDbLtdY66dA,2265,94.65,23.9,23.83518,training,2256
v_eDMv3IHGpnA,6383,213.07,30.0,29.88689,training,6368
v_esQnfUcBbPE,3204,106.95,30.0,29.84572,training,3192
v_fZc3tkvUJe0,2673,107.07,25.0,24.88092,training,2664
v_a25vC5zsf6A,4408,176.45,25.0,24.89090,training,4392
v_6TxGVSw6Ayw,2098,70.10,29.9,29.78602,training,2088
v_K9cQxJ37xzA,3195,106.70,29.9,29.84067,training,3184
v_irnvsfchQX8,1139,38.15,29.9,29.56750,training,1128
v_cdEBDjnH9xk,1857,62.04,29.9,29.78723,training,1848
v_erxnWYOO1ew,198,6.94,28.5,26.51297,training,184
v_ciEBsDNryN8,2986,119.56,25.0,24.89127,training,2976
v_LmEUkoYh0nQ,4141,138.16,30.0,29.87840,training,4128
v_yUC6HXP9S8A,5783,231.48,25.0,24.91792,training,5768
v_52tZGZGuWP4,2342,78.16,30.0,29.78506,training,2328
v_gc04Okw4DTs,4254,170.32,25.0,24.89432,training,4240
v_IuntoXkEWPI,879,29.51,29.8,29.27821,training,864
v_ZBZUrC4M5E8,2989,119.70,25.0,24.86216,training,2976
v_EgPk-mmJyS8,2428,81.15,29.9,29.77203,training,2416
v_po_mfZ5LUVo,3495,145.91,24.0,23.85032,training,3480
v_o18RrUlR-0Y,4033,135.26,29.8,29.75011,training,4024
v_xSMmdsV65Bc,5283,176.40,29.9,29.88662,training,5272
v_G9ynahMxUz8,2849,98.59,28.9,28.80617,training,2840
v_Z3noRsTXGt4,569,19.09,29.8,29.33473,training,560
v_r1v5fEOypSM,2594,86.63,29.9,29.82800,training,2584
v_C_bwHYiX-Vw,5190,216.62,24.0,23.89438,training,5176
v_0wpStx2JuS4,2071,69.20,29.9,29.71098,training,2056
v_JV4ss42WZG8,1970,65.83,29.9,29.77366,training,1960
v_AWAMhmc08Cw,4220,140.76,30.0,29.89486,training,4208
v_q9T1GR6s0vI,3595,120.05,29.9,29.85423,training,3584
v_vPh9o_BuJaU,457,18.37,24.9,24.38759,training,448
v_RAQs7EkXLtE,6461,215.71,30.0,29.89198,training,6448
v_nT1-fINd4nA,558,18.72,29.8,29.05983,training,544
v_UoGoOznvKew,4281,142.97,29.9,29.88039,training,4272
v_sRMrtzg0nwU,2749,92.23,29.8,29.66497,training,2736
v_8twDb4CdhE0,860,35.99,23.9,23.56210,training,848
v_Ti14bsS3RtU,6324,211.09,30.0,29.90194,training,6312
v_d83YCo6xLkk,756,25.33,29.8,29.37229,training,744
v_k3yRK68SEDE,406,41.05,9.9,9.54933,training,392
v_5IwVWA2HY5M,4206,140.44,29.9,29.84905,training,4192
v_DOONG5zq1Yg,362,12.17,29.7,28.92358,training,352
v_gYchIiLd9Uw,2669,89.17,29.9,29.78580,training,2656
v_Sx3YbcKbuYk,2389,80.69,29.6,29.44603,training,2376
v_3hp7kPpZDhs,2284,76.32,29.9,29.76939,training,2272
v_BRApK7rWSAk,2176,187.71,11.6,11.50711,training,2160
v_1F_CSpL_4Dg,3720,124.13,30.0,29.83968,training,3704
v_b4KrsFjcj-o,4453,148.70,29.9,29.85878,training,4440
v_r40TuTkt9y4,5248,210.14,25.0,24.89769,training,5232
v_8leZKBY0B6I,3419,114.20,29.9,29.84238,training,3408
v_dj_GBrR5N4E,2125,85.15,25.0,24.80329,training,2112
v_pvpfRBndHh8,207,8.73,23.7,21.99313,training,192
v_0rX2f0H3AaA,1996,83.36,23.9,23.80038,training,1984
v_uh-H5Gmt4PI,3156,105.49,29.9,29.80377,training,3144
v_FkWxS_5VxsM,3089,103.19,29.9,29.84785,training,3080
v_DPsa28MmdoI,5950,198.69,29.9,29.87569,training,5936
v_lvAXZEUE0m8,4575,152.60,30.0,29.88204,training,4560
v_0BXBfSWIR2k,165,6.73,24.5,22.58544,training,152
v_PaPR1XQU0_A,6052,202.04,30.0,29.89507,training,6040
v_4eCKiA1czfk,2610,87.12,30.0,29.84389,training,2600
v_YcxPoVlukf4,3209,107.30,29.9,29.82293,training,3200
v_R7uL6BvULN8,2068,69.13,29.9,29.74107,training,2056
v_ZNVhz7ctTq0,419,14.05,29.8,29.03915,training,408
v_HB11MXjwvVo,3758,125.44,30.0,29.84694,training,3744
v_pHq6Eb280uM,5615,187.46,30.0,29.87304,training,5600
v_GTV4XlxawgE,2953,98.52,30.0,29.88226,training,2944
v_ffDlO-IrsxI,2198,73.54,29.9,29.69812,training,2184
v_v8fS--GlXF4,2763,92.32,29.9,29.80936,training,2752
v_y2MSbfOsukM,4065,135.72,30.0,29.88506,training,4056
v_aq41GgfAlDo,369,53.06,7.0,6.78477,training,360
v_v8u8BiprYKs,1998,80.06,25.0,24.78141,training,1984
v_twGoVVPO08Q,4788,191.61,25.0,24.92563,training,4776
v_7MDr4f1r8rI,5961,199.62,29.9,29.81665,training,5952
v_7dlkshlM4nk,573,24.01,23.9,23.32362,training,560
v_e__FVkfXB-U,3929,131.10,30.0,29.90084,training,3920
v_InwY966XXBY,4985,166.46,29.9,29.89307,training,4976
v_C1kmoJttp4M,3209,128.50,25.0,24.90272,training,3200
v_DRWMUsADKFM,5487,183.02,30.0,29.89837,training,5472
v_8ClpQ4q6NmM,3636,121.49,29.9,29.82962,training,3624
v_CXb3Ce7s6G0,3754,125.55,29.9,29.82079,training,3744
v_G4D6UtJh3AU,2363,78.90,29.9,29.80989,training,2352
v_2FjaU9wfxaU,4838,161.57,29.9,29.85703,training,4824
v_buBtMl9SUNk,6932,231.41,30.0,29.90363,training,6920
v_Vfb3LmFDols,3899,130.19,29.9,29.86404,training,3888
v_YrS64TBX798,532,22.27,23.9,23.34980,training,520
v_3HUoSa_3vpc,2468,82.43,29.9,29.79498,training,2456
v_uZk7ciOa5aE,3794,126.76,29.9,29.85169,training,3784
v_8lhODyltF2Q,3638,121.51,29.9,29.82471,training,3624
v_MxZtYALqIrE,6980,232.99,30.0,29.90686,training,6968
v_XlR3u3bROWM,4030,134.58,29.9,29.84099,training,4016
v_EMgWolnolDg,4309,143.87,30.0,29.86029,training,4296
v_0ZzKrBk1ac8,1715,57.31,29.9,29.73303,training,1704
v_cqHWqXRkUfU,2433,81.34,29.9,29.80084,training,2424
v_9yiXv7Hu5Lw,1887,63.07,29.9,29.68131,training,1872
v_zTnRo6yABtg,6170,205.87,30.0,29.92180,training,6160
v_XpFkoI5hz7s,2961,98.92,29.9,29.84230,training,2952
v_qZIJRg7hJ0o,3725,124.37,30.0,29.84643,training,3712
v_EWSMeiZqUHQ,3334,222.40,15.0,14.92806,training,3320
v_pOIJeK3YZr8,7151,238.70,30.0,29.89527,training,7136
v_YKzVHb16eUk,2235,74.58,30.0,29.82033,training,2224
v_KyDS9Zg76Jg,4566,152.44,30.0,29.86093,training,4552
v_K5_Rm4MfF9o,4268,142.52,29.9,29.86248,training,4256
v_xBO66pI09rE,972,32.53,29.9,29.51122,training,960
v_hpoReoD1vD0,1976,163.79,12.1,11.96654,training,1960
v_kee3-2cw7-E,365,24.45,14.9,14.39673,training,352
v_xBGgX2PqAo8,7106,237.01,30.0,29.93966,training,7096
v_U7SRRMoCGks,3605,150.35,24.0,23.89092,training,3592
v_zUt53fHpqc8,1773,71.05,25.0,24.77129,training,1760
v_eWP99kNayuU,972,38.99,24.9,24.62170,training,960
v_s_hQSJVIN3c,2113,70.59,29.9,29.80592,training,2104
v_lroya8XhuPs,4708,188.45,25.0,24.91908,training,4696
v_2j-DRUk2yCs,2426,81.04,29.9,29.81244,training,2416
v_Yd0q08-cpJU,3755,125.34,30.0,29.87075,training,3744
v_zkR_t6p3lto,5795,193.49,29.9,29.89302,training,5784
v_oJCB2Zglcq4,1322,44.23,29.9,29.66312,training,1312
v_8ZPV7ySIcbM,6125,204.45,30.0,29.89484,training,6112
v_-CS7U_XrkPI,3077,102.70,30.0,29.83447,training,3064
v_1Dpm9kvn3M8,1259,84.48,14.9,14.77273,training,1248
v_XSfG1M-Ik_A,1297,51.99,24.9,24.77399,training,1288
v_GRGBMJG1Koc,6046,201.83,30.0,29.88654,training,6032
v_7V1ZHZRHFrg,3115,103.96,30.0,29.85764,training,3104
v_v79nh_3vpVk,3069,102.49,29.9,29.81754,training,3056
v_ffWMjZCysO0,6550,218.64,30.0,29.89389,training,6536
v_nlkmPF8TBdQ,4361,174.57,25.0,24.92983,training,4352
v_eqm20MDaeRQ,402,13.49,29.8,29.05856,training,392
v_oHDeMg1ZFp8,3340,111.55,29.9,29.83416,training,3328
v_mqUJEX9qk8E,3283,109.65,29.9,29.84040,training,3272
v_lue8XE3MEe8,2130,85.36,25.0,24.83599,training,2120
v_xuEhV19bVRI,2150,71.79,29.9,29.75345,training,2136
v_STR26rN9GcA,829,27.84,29.8,29.31034,training,816
v_QU5R75IyQow,3584,143.51,25.0,24.86238,training,3568
v_GJz8FEFB70w,3609,144.57,25.0,24.90143,training,3600
v_x75wqBUD3zo,4332,144.57,30.0,29.88172,training,4320
v_icm5lX5pZE0,2602,104.28,25.0,24.85616,training,2592
v_RYyGvn4MOr0,386,12.98,29.7,28.96764,training,376
v_XSnPmf41ToA,1957,78.41,25.0,24.79276,training,1944
v_e_X0K2t8API,2463,82.31,29.9,29.74122,training,2448
v_5Q8ltS84BBg,1090,73.24,14.9,14.74604,training,1080
v_TWhxFETOG8I,3893,129.99,29.9,29.84845,training,3880
v_W0dCIs9Y8yg,4058,162.42,25.0,24.92304,training,4048
v_oQ_gE5_0xyc,4480,179.31,25.0,24.89543,training,4464
v_JLdp1Kz0naI,4749,198.18,24.0,23.89747,training,4736
v_9Nj9WdaSQCs,2493,83.31,29.9,29.76834,training,2480
v_WdX_4wwtkGg,3516,140.85,25.0,24.87753,training,3504
v_ybF4RykZxK8,1907,63.72,29.9,29.75518,training,1896
v_oofh5aSJUSc,1960,78.60,24.9,24.73282,training,1944
v_kHyEIbBnzYM,2905,132.15,22.0,21.91449,training,2896
v_PRLlYhneNMk,3381,112.94,29.9,29.82114,training,3368
v_-v9YLmGCYO0,2165,72.26,30.0,29.78135,training,2152
v_4hmJfJo6UI8,3532,117.94,29.9,29.84568,training,3520
v_pZsHrSHAOqs,371,12.47,29.8,28.86929,training,360
v_1Cf8TkmsbMU,4076,136.00,30.0,29.88235,training,4064
v_ZyOPt4sgsbs,3197,106.67,30.0,29.84907,training,3184
v_9YxgMsdO9GE,4154,138.67,30.0,29.88390,training,4144
v_-1IlTIWPNs4,2579,86.05,30.0,29.84311,training,2568
v_gusezUdYfNA,2091,139.55,15.0,14.90505,training,2080
v_RDq85fMq41s,5257,175.50,30.0,29.90313,training,5248
v_wWOH-b4PTq4,3700,148.14,25.0,24.89537,training,3688
v_F4GwrEQUvDc,2384,79.65,29.9,29.73007,training,2368
v_BVhUKjJrEw8,6157,205.54,30.0,29.89199,training,6144
v_b8ftOk8tKxg,3298,110.13,29.9,29.85563,training,3288
v_-y8LMGQt8uI,6111,203.99,30.0,29.88382,training,6096
v_jN-FG9yxNvE,1017,40.80,24.9,24.70588,training,1008
v_AA1wvSZ4Mno,1181,78.93,15.0,14.79792,training,1168
v_eFZufRRvIz4,810,90.19,9.0,8.87016,training,800
v_xAaHXwTz1Ug,1430,47.81,29.9,29.61723,training,1416
v_BWCMfPoKlMM,1278,51.25,24.9,24.66341,training,1264
v_ZKtjyZhRB6E,1281,42.87,29.9,29.67110,training,1272
v_xEnnIWce1ok,341,13.77,24.8,23.81990,training,328
v_jC1He93cebg,3112,103.93,29.9,29.78928,training,3096
v_2VvCuSFicyA,3090,103.19,29.9,29.84785,training,3080
v_R8-iriCwcyE,4169,139.09,30.0,29.90869,training,4160
v_pIUpJihiju0,1916,63.99,29.9,29.75465,training,1904
v_G6LjkB0xv2k,2440,101.91,23.9,23.78569,training,2424
v_n9MONPwq7x0,4086,170.41,24.0,23.89531,training,4072
v_offWBoR4Ggg,2494,104.12,24.0,23.81867,training,2480
v_5rkAMBttgPc,2329,77.81,29.9,29.81622,training,2320
v_aivuk1LvDv8,3268,130.92,25.0,24.87015,training,3256
v_cqgecSy943o,6557,218.69,30.0,29.92364,training,6544
v_b1PAqOmflgI,1016,34.02,29.9,29.39447,training,1000
v_pASyH2NPOOw,5227,209.26,25.0,24.92593,training,5216
v_FkWlzk8CrxA,2503,83.62,29.9,29.75365,training,2488
v_wAt_OsQe-qM,3851,128.50,30.0,29.88327,training,3840
v_YWsqpINl8Ic,2157,72.05,29.9,29.75711,training,2144
v_drMXYzlmJQU,3029,101.52,29.8,29.70843,training,3016
v_wr2FC2P3hIs,2105,70.36,29.9,29.78965,training,2096
v_c0Hix_5Vm8I,6525,217.80,30.0,29.89899,training,6512
v_v-dxQNxdMrU,2737,91.51,29.9,29.81095,training,2728
v_90cHokbZy6A,5114,170.74,30.0,29.89341,training,5104
v_EJiyr-6l3ps,1183,79.06,15.0,14.77359,training,1168
v_rPeQxKmIe4I,853,34.25,24.9,24.52555,training,840
v_45v95EtrJX0,122,8.34,14.6,13.42926,training,112
v_rJKrXQ4v-9s,2325,77.67,29.9,29.76696,training,2312
v_rR1R-x_UlOM,2399,80.20,29.9,29.72569,training,2384
v_eNE8O5cgYuE,5209,173.99,29.9,29.88678,training,5200
v_-tv6laq1ic0,1646,54.99,29.9,29.67812,training,1632
v_cGqmHplppAU,5222,209.03,25.0,24.91508,training,5208
v_UCBAyJpXuCw,4339,144.73,30.0,29.90396,training,4328
